item_id,title,description,institution,course_url
coursera_machine-learning-business-professionals,Machine Learning for Business Professionals,Machine Learning for Business Professionals by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/machine-learning-business-professionals
coursera_intro-accounting-data-analytics-visual,Introduction to Accounting Data Analytics and Visualization,Introduction to Accounting Data Analytics and Visualization by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/intro-accounting-data-analytics-visual
coursera_spanish-vocabulary-meeting-people,Spanish Vocabulary: Meeting People,"Spanish Vocabulary: Meeting People by University of California, Davis. A curated course designed to build practical skills and confidence.","University of California, Davis",https://www.coursera.org/learn/spanish-vocabulary-meeting-people
coursera_gestionempresarialpyme,Gestión Empresarial Exitosa para Pymes,Gestión Empresarial Exitosa para Pymes by Pontificia Universidad Católica de Chile. A curated course designed to build practical skills and confidence.,Pontificia Universidad Católica de Chile,https://www.coursera.org/learn/gestionempresarialpyme
coursera_public-policy,Public Policy Challenges of the 21st Century,Public Policy Challenges of the 21st Century by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/public-policy
coursera_arbitration-international-disputes,International Law in Action: the Arbitration of International Disputes,International Law in Action: the Arbitration of International Disputes by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/arbitration-international-disputes
coursera_introancientegypt,Introduction to Ancient Egypt and Its Civilization,Introduction to Ancient Egypt and Its Civilization by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/introancientegypt
coursera_infrastructure-investing,Financing and Investing in Infrastructure,Financing and Investing in Infrastructure by Università Bocconi. A curated course designed to build practical skills and confidence.,Università Bocconi,https://www.coursera.org/learn/infrastructure-investing
coursera_global-environmental-management,Global Environmental Management,Global Environmental Management by Technical University of Denmark (DTU). A curated course designed to build practical skills and confidence.,Technical University of Denmark (DTU),https://www.coursera.org/learn/global-environmental-management
coursera_wharton-operations-analytics,Operations Analytics,Operations Analytics by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-operations-analytics
coursera_entrepreneurship-strategy,Entrepreneurship Strategy: From Ideation to Exit,Entrepreneurship Strategy: From Ideation to Exit by HEC Paris. A curated course designed to build practical skills and confidence.,HEC Paris,https://www.coursera.org/learn/entrepreneurship-strategy
coursera_fintechlawandpolicy,FinTech Law and Policy,FinTech Law and Policy by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/fintechlawandpolicy
coursera_mental-health,The Social Context of Mental Health and Illness,The Social Context of Mental Health and Illness by University of Toronto. A curated course designed to build practical skills and confidence.,University of Toronto,https://www.coursera.org/learn/mental-health
coursera_contemporary-art,What Is Contemporary Art?,What Is Contemporary Art? by The Museum of Modern Art. A curated course designed to build practical skills and confidence.,The Museum of Modern Art,https://www.coursera.org/learn/contemporary-art
coursera_producing-music,The Art of Music Production,The Art of Music Production by Berklee College of Music. A curated course designed to build practical skills and confidence.,Berklee College of Music,https://www.coursera.org/learn/producing-music
coursera_biohacking-your-brains-health,Biohacking Your Brain's Health,Biohacking Your Brain's Health by Emory University. A curated course designed to build practical skills and confidence.,Emory University,https://www.coursera.org/learn/biohacking-your-brains-health
coursera_bayesian-statistics,Bayesian Statistics: From Concept to Data Analysis,"Bayesian Statistics: From Concept to Data Analysis by University of California, Santa Cruz. A curated course designed to build practical skills and confidence.","University of California, Santa Cruz",https://www.coursera.org/learn/bayesian-statistics
coursera_reporting-extra-financier-strategie-rse,Reporting extra-financier et stratégie RSE,Reporting extra-financier et stratégie RSE by ESSEC Business School. A curated course designed to build practical skills and confidence.,ESSEC Business School,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
coursera_quality-healthcare,Leading Healthcare Quality and Safety,Leading Healthcare Quality and Safety by The George Washington University. A curated course designed to build practical skills and confidence.,The George Washington University,https://www.coursera.org/learn/quality-healthcare
coursera_international-relations-theory,Understanding International Relations Theory,Understanding International Relations Theory by National Research University Higher School of Economics. A curated course designed to build practical skills and confidence.,National Research University Higher School of Economics,https://www.coursera.org/learn/international-relations-theory
coursera_introduction-to-data-analytics,Introduction to Data Analytics,Introduction to Data Analytics by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/introduction-to-data-analytics
coursera_excel-para-negocios,Fundamentos de Excel para Negocios,Fundamentos de Excel para Negocios by Universidad Austral. A curated course designed to build practical skills and confidence.,Universidad Austral,https://www.coursera.org/learn/excel-para-negocios
coursera_gcp-infrastructure-scaling-automation,Elastic Google Cloud Infrastructure: Scaling and Automation,Elastic Google Cloud Infrastructure: Scaling and Automation by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation
coursera_cultural-competence-aboriginal-sydney,Cultural Competence - Aboriginal Sydney,Cultural Competence - Aboriginal Sydney by The University of Sydney. A curated course designed to build practical skills and confidence.,The University of Sydney,https://www.coursera.org/learn/cultural-competence-aboriginal-sydney
coursera_finanzas-empresariales,Fundamentos de Finanzas Empresariales,Fundamentos de Finanzas Empresariales by Universidad de los Andes. A curated course designed to build practical skills and confidence.,Universidad de los Andes,https://www.coursera.org/learn/finanzas-empresariales
coursera_gte-sustainable-cities,Greening the Economy: Sustainable Cities,Greening the Economy: Sustainable Cities by Lund University. A curated course designed to build practical skills and confidence.,Lund University,https://www.coursera.org/learn/gte-sustainable-cities
coursera_engineering-mechanics-statics,Introduction to Engineering Mechanics,Introduction to Engineering Mechanics by Georgia Institute of Technology. A curated course designed to build practical skills and confidence.,Georgia Institute of Technology,https://www.coursera.org/learn/engineering-mechanics-statics
coursera_design-strategy,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,Design-Led Strategy: Design thinking for business strategy and entrepreneurship by The University of Sydney. A curated course designed to build practical skills and confidence.,The University of Sydney,https://www.coursera.org/learn/design-strategy
coursera_bioinformatics,Biology Meets Programming: Bioinformatics for Beginners,Biology Meets Programming: Bioinformatics for Beginners by University of California San Diego. A curated course designed to build practical skills and confidence.,University of California San Diego,https://www.coursera.org/learn/bioinformatics
coursera_medical-research,Understanding Medical Research: Your Facebook Friend is Wrong,Understanding Medical Research: Your Facebook Friend is Wrong by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/medical-research
coursera_health-behavior-change,Health Behavior Change: From Evidence to Action,Health Behavior Change: From Evidence to Action by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/health-behavior-change
coursera_cs-fundamentals-2,Ordered Data Structures,Ordered Data Structures by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/cs-fundamentals-2
coursera_mindshift,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential by McMaster University. A curated course designed to build practical skills and confidence.,McMaster University,https://www.coursera.org/learn/mindshift
coursera_programming-fundamentals,Programming Fundamentals,Programming Fundamentals by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/programming-fundamentals
coursera_understanding-financial-markets,Understanding Financial Markets,Understanding Financial Markets by University of Geneva. A curated course designed to build practical skills and confidence.,University of Geneva,https://www.coursera.org/learn/understanding-financial-markets
coursera_painting,In the Studio: Postwar Abstract Painting,In the Studio: Postwar Abstract Painting by The Museum of Modern Art. A curated course designed to build practical skills and confidence.,The Museum of Modern Art,https://www.coursera.org/learn/painting
coursera_drug-commercialization,Drug Commercialization,Drug Commercialization by University of California San Diego. A curated course designed to build practical skills and confidence.,University of California San Diego,https://www.coursera.org/learn/drug-commercialization
coursera_introduction-to-software-product-management,Introduction to Software Product Management,Introduction to Software Product Management by University of Alberta. A curated course designed to build practical skills and confidence.,University of Alberta,https://www.coursera.org/learn/introduction-to-software-product-management
coursera_norms,"Social Norms, Social Change I","Social Norms, Social Change I by Unicef. A curated course designed to build practical skills and confidence.",Unicef,https://www.coursera.org/learn/norms
coursera_excel-intermediate-2,Excel Skills for Business: Intermediate II,Excel Skills for Business: Intermediate II by Macquarie University. A curated course designed to build practical skills and confidence.,Macquarie University,https://www.coursera.org/learn/excel-intermediate-2
coursera_aboriginal-education,Aboriginal Worldviews and Education,Aboriginal Worldviews and Education by University of Toronto. A curated course designed to build practical skills and confidence.,University of Toronto,https://www.coursera.org/learn/aboriginal-education
coursera_information-systems-audit,"Information Systems Auditing, Controls and Assurance","Information Systems Auditing, Controls and Assurance by The Hong Kong University of Science and Technology. A curated course designed to build practical skills and confidence.",The Hong Kong University of Science and Technology,https://www.coursera.org/learn/information-systems-audit
coursera_six-sigma-principles,Six Sigma Principles,Six Sigma Principles by University System of Georgia. A curated course designed to build practical skills and confidence.,University System of Georgia,https://www.coursera.org/learn/six-sigma-principles
coursera_writing-for-business,Business Writing,Business Writing by University of Colorado Boulder. A curated course designed to build practical skills and confidence.,University of Colorado Boulder,https://www.coursera.org/learn/writing-for-business
coursera_autodesk-autocad-design-drafting,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep by Autodesk. A curated course designed to build practical skills and confidence.,Autodesk,https://www.coursera.org/learn/autodesk-autocad-design-drafting
coursera_typography,Introduction to Typography,Introduction to Typography by California Institute of the Arts. A curated course designed to build practical skills and confidence.,California Institute of the Arts,https://www.coursera.org/learn/typography
coursera_customer-segmentation-prospecting,Customer Segmentation and Prospecting,Customer Segmentation and Prospecting by Northwestern University. A curated course designed to build practical skills and confidence.,Northwestern University,https://www.coursera.org/learn/customer-segmentation-prospecting
coursera_gestionar-personas,Claves para Gestionar Personas,Claves para Gestionar Personas by IESE Business School. A curated course designed to build practical skills and confidence.,IESE Business School,https://www.coursera.org/learn/gestionar-personas
coursera_journalism,English for Journalism,English for Journalism by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/journalism
coursera_how-things-work,How Things Work: An Introduction to Physics,How Things Work: An Introduction to Physics by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/how-things-work
coursera_business-english-intro,Business English: Networking,Business English: Networking by University of Washington. A curated course designed to build practical skills and confidence.,University of Washington,https://www.coursera.org/learn/business-english-intro
coursera_summary-statistics,Summary Statistics in Public Health,Summary Statistics in Public Health by Johns Hopkins University. A curated course designed to build practical skills and confidence.,Johns Hopkins University,https://www.coursera.org/learn/summary-statistics
coursera_changing-global-order,The Changing Global Order,The Changing Global Order by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/changing-global-order
coursera_globalenergyandclimatepolicy,Global Energy and Climate Policy,Global Energy and Climate Policy by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/globalenergyandclimatepolicy
coursera_legaltech,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho by Universidad Austral. A curated course designed to build practical skills and confidence.,Universidad Austral,https://www.coursera.org/learn/legaltech
coursera_probability-statistics,Probability and Statistics: To p or not to p?,Probability and Statistics: To p or not to p? by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/probability-statistics
coursera_microbiome,Gut Check: Exploring Your Microbiome,Gut Check: Exploring Your Microbiome by University of Colorado Boulder. A curated course designed to build practical skills and confidence.,University of Colorado Boulder,https://www.coursera.org/learn/microbiome
coursera_erasmus-econometrics,Econometrics: Methods and Applications,Econometrics: Methods and Applications by Erasmus University Rotterdam. A curated course designed to build practical skills and confidence.,Erasmus University Rotterdam,https://www.coursera.org/learn/erasmus-econometrics
coursera_golang-webservices-1,Разработка веб-сервисов на Go - основы языка,Разработка веб-сервисов на Go - основы языка by Moscow Institute of Physics and Technology. A curated course designed to build practical skills and confidence.,Moscow Institute of Physics and Technology,https://www.coursera.org/learn/golang-webservices-1
coursera_analytics-excel,Mastering Data Analysis in Excel,Mastering Data Analysis in Excel by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/analytics-excel
coursera_basic-statistics,Basic Statistics,Basic Statistics by University of Amsterdam. A curated course designed to build practical skills and confidence.,University of Amsterdam,https://www.coursera.org/learn/basic-statistics
coursera_python-data-visualization,"Capstone: Retrieving, Processing, and Visualizing Data with Python","Capstone: Retrieving, Processing, and Visualizing Data with Python by University of Michigan. A curated course designed to build practical skills and confidence.",University of Michigan,https://www.coursera.org/learn/python-data-visualization
coursera_uva-darden-design-thinking-social-sector,Design Thinking for the Greater Good: Innovation in the Social Sector,Design Thinking for the Greater Good: Innovation in the Social Sector by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/uva-darden-design-thinking-social-sector
coursera_introduction-portfolio-construction-python,Introduction to Portfolio Construction and Analysis with Python,Introduction to Portfolio Construction and Analysis with Python by EDHEC Business School. A curated course designed to build practical skills and confidence.,EDHEC Business School,https://www.coursera.org/learn/introduction-portfolio-construction-python
coursera_data-analytics-for-lean-six-sigma,Data Analytics for Lean Six Sigma,Data Analytics for Lean Six Sigma by University of Amsterdam. A curated course designed to build practical skills and confidence.,University of Amsterdam,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma
coursera_refugees-21st-century,Refugees in the 21st Century,Refugees in the 21st Century by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/refugees-21st-century
coursera_containerized-apps-on-aws,Building Containerized Applications on AWS,Building Containerized Applications on AWS by Amazon Web Services. A curated course designed to build practical skills and confidence.,Amazon Web Services,https://www.coursera.org/learn/containerized-apps-on-aws
coursera_business-transformation-google-cloud,Business Transformation with Google Cloud,Business Transformation with Google Cloud by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/business-transformation-google-cloud
coursera_version-control-with-git,Version Control with Git,Version Control with Git by Atlassian. A curated course designed to build practical skills and confidence.,Atlassian,https://www.coursera.org/learn/version-control-with-git
coursera_transmedia-storytelling,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences","Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences by UNSW Sydney (The University of New South Wales). A curated course designed to build practical skills and confidence.",UNSW Sydney (The University of New South Wales),https://www.coursera.org/learn/transmedia-storytelling
coursera_excel-aplicado-negocios-avanzado,Excel aplicado a los negocios (Nivel Avanzado),Excel aplicado a los negocios (Nivel Avanzado) by Universidad Austral. A curated course designed to build practical skills and confidence.,Universidad Austral,https://www.coursera.org/learn/excel-aplicado-negocios-avanzado
coursera_public-speaking,Introduction to Public Speaking,Introduction to Public Speaking by University of Washington. A curated course designed to build practical skills and confidence.,University of Washington,https://www.coursera.org/learn/public-speaking
coursera_conversational-experiences-dialogflow,Building Conversational Experiences with Dialogflow,Building Conversational Experiences with Dialogflow by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/conversational-experiences-dialogflow
coursera_guitar,Guitar for Beginners,Guitar for Beginners by Berklee College of Music. A curated course designed to build practical skills and confidence.,Berklee College of Music,https://www.coursera.org/learn/guitar
coursera_project-risk-management,Managing Project Risks and Changes,"Managing Project Risks and Changes by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/project-risk-management
coursera_excellence-operationnelle,L'excellence opérationnelle en pratique,L'excellence opérationnelle en pratique by ESSEC Business School. A curated course designed to build practical skills and confidence.,ESSEC Business School,https://www.coursera.org/learn/excellence-operationnelle
coursera_introduction-to-cloud,Introduction to Cloud Computing,Introduction to Cloud Computing by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/introduction-to-cloud
coursera_sample-based-learning-methods,Sample-based Learning Methods,Sample-based Learning Methods by Alberta Machine Intelligence Institute. A curated course designed to build practical skills and confidence.,Alberta Machine Intelligence Institute,https://www.coursera.org/learn/sample-based-learning-methods
coursera_progfun1,Functional Programming Principles in Scala,Functional Programming Principles in Scala by École Polytechnique Fédérale de Lausanne. A curated course designed to build practical skills and confidence.,École Polytechnique Fédérale de Lausanne,https://www.coursera.org/learn/progfun1
coursera_introduction-blockchain-technologies,Introduction to Blockchain Technologies,Introduction to Blockchain Technologies by INSEAD. A curated course designed to build practical skills and confidence.,INSEAD,https://www.coursera.org/learn/introduction-blockchain-technologies
coursera_environmental-law,Introduction to Environmental Law and Policy,Introduction to Environmental Law and Policy by The University of North Carolina at Chapel Hill. A curated course designed to build practical skills and confidence.,The University of North Carolina at Chapel Hill,https://www.coursera.org/learn/environmental-law
coursera_exposure-photography,"Cameras, Exposure, and Photography","Cameras, Exposure, and Photography by Michigan State University. A curated course designed to build practical skills and confidence.",Michigan State University,https://www.coursera.org/learn/exposure-photography
coursera_democracia,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Democracia y decisiones públicas. Introducción al análisis de políticas públicas by Universitat Autònoma de Barcelona. A curated course designed to build practical skills and confidence.,Universitat Autònoma de Barcelona,https://www.coursera.org/learn/democracia
coursera_dentistry101,Dentistry 101,Dentistry 101 by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/dentistry101
coursera_python-functions-files-dictionaries,"Python Functions, Files, and Dictionaries","Python Functions, Files, and Dictionaries by University of Michigan. A curated course designed to build practical skills and confidence.",University of Michigan,https://www.coursera.org/learn/python-functions-files-dictionaries
coursera_anticorrupcion-introduccion,Anticorrupción: Introducción a conceptos y perspectiva práctica,Anticorrupción: Introducción a conceptos y perspectiva práctica by Universidad Nacional Autónoma de México. A curated course designed to build practical skills and confidence.,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/anticorrupcion-introduccion
coursera_positive-psychology-applications,Positive Psychology: Applications and Interventions,Positive Psychology: Applications and Interventions by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/positive-psychology-applications
coursera_introduction-embedded-systems,Introduction to Embedded Systems Software and Development Environments,Introduction to Embedded Systems Software and Development Environments by University of Colorado Boulder. A curated course designed to build practical skills and confidence.,University of Colorado Boulder,https://www.coursera.org/learn/introduction-embedded-systems
coursera_family-planning,Personal & Family Financial Planning,Personal & Family Financial Planning by University of Florida. A curated course designed to build practical skills and confidence.,University of Florida,https://www.coursera.org/learn/family-planning
coursera_law-student,A Law Student's Toolkit,A Law Student's Toolkit by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/law-student
coursera_intro-data-science-programacion-estadistica-r,Introducción a Data Science: Programación Estadística con R,Introducción a Data Science: Programación Estadística con R by Universidad Nacional Autónoma de México. A curated course designed to build practical skills and confidence.,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r
coursera_cybersecurity-roles-processes-operating-system-security,"Cybersecurity Roles, Processes & Operating System Security","Cybersecurity Roles, Processes & Operating System Security by IBM. A curated course designed to build practical skills and confidence.",IBM,https://www.coursera.org/learn/cybersecurity-roles-processes-operating-system-security
coursera_computational-neuroscience,Computational Neuroscience,Computational Neuroscience by University of Washington. A curated course designed to build practical skills and confidence.,University of Washington,https://www.coursera.org/learn/computational-neuroscience
coursera_mindfulness,De-Mystifying Mindfulness,De-Mystifying Mindfulness by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/mindfulness
coursera_smart-cities,Smart Cities – Management of Smart Urban Infrastructures,Smart Cities – Management of Smart Urban Infrastructures by École Polytechnique Fédérale de Lausanne. A curated course designed to build practical skills and confidence.,École Polytechnique Fédérale de Lausanne,https://www.coursera.org/learn/smart-cities
coursera_golang-getting-started,Getting Started with Go,"Getting Started with Go by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/golang-getting-started
coursera_intro-economic-theories,Introduction to Economic Theories,Introduction to Economic Theories by Erasmus University Rotterdam. A curated course designed to build practical skills and confidence.,Erasmus University Rotterdam,https://www.coursera.org/learn/intro-economic-theories
coursera_probabilistic-graphical-models,Probabilistic Graphical Models 1: Representation,Probabilistic Graphical Models 1: Representation by Stanford University. A curated course designed to build practical skills and confidence.,Stanford University,https://www.coursera.org/learn/probabilistic-graphical-models
coursera_principles-of-microeconomics,The Power of Microeconomics: Economic Principles in the Real World,"The Power of Microeconomics: Economic Principles in the Real World by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/principles-of-microeconomics
coursera_personal-branding,Introduction to Personal Branding,Introduction to Personal Branding by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/personal-branding
coursera_love-social-justice,Love as a Force for Social Justice,Love as a Force for Social Justice by Stanford University. A curated course designed to build practical skills and confidence.,Stanford University,https://www.coursera.org/learn/love-social-justice
coursera_what-is-a-proof,Mathematical Thinking in Computer Science,Mathematical Thinking in Computer Science by University of California San Diego. A curated course designed to build practical skills and confidence.,University of California San Diego,https://www.coursera.org/learn/what-is-a-proof
coursera_genetics-evolution,Introduction to Genetics and Evolution,Introduction to Genetics and Evolution by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/genetics-evolution
coursera_python-osnovy-programmirovaniya,Основы программирования на Python,Основы программирования на Python by National Research University Higher School of Economics. A curated course designed to build practical skills and confidence.,National Research University Higher School of Economics,https://www.coursera.org/learn/python-osnovy-programmirovaniya
coursera_wharton-communication-skills,Improving Communication Skills,Improving Communication Skills by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-communication-skills
coursera_introduction-trading-machine-learning-gcp,"Introduction to Trading, Machine Learning & GCP","Introduction to Trading, Machine Learning & GCP by New York Institute of Finance. A curated course designed to build practical skills and confidence.",New York Institute of Finance,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp
coursera_python-programming-introduction,Python Programming: A Concise Introduction,Python Programming: A Concise Introduction by Wesleyan University. A curated course designed to build practical skills and confidence.,Wesleyan University,https://www.coursera.org/learn/python-programming-introduction
coursera_modern-world-2,"The Modern World, Part Two: Global History since 1910","The Modern World, Part Two: Global History since 1910 by University of Virginia. A curated course designed to build practical skills and confidence.",University of Virginia,https://www.coursera.org/learn/modern-world-2
coursera_plantknows,Understanding Plants - Part I: What a Plant Knows,Understanding Plants - Part I: What a Plant Knows by Tel Aviv University. A curated course designed to build practical skills and confidence.,Tel Aviv University,https://www.coursera.org/learn/plantknows
coursera_excel-data-analysis-fundamentals,Excel Fundamentals for Data Analysis,Excel Fundamentals for Data Analysis by Macquarie University. A curated course designed to build practical skills and confidence.,Macquarie University,https://www.coursera.org/learn/excel-data-analysis-fundamentals
coursera_finanzas-personales,Finanzas personales,Finanzas personales by Universidad Nacional Autónoma de México. A curated course designed to build practical skills and confidence.,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/finanzas-personales
coursera_english-composition,English Composition I,English Composition I by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/english-composition
coursera_healthcarejobs,Career 911: Your Future Job in Medicine and Healthcare,Career 911: Your Future Job in Medicine and Healthcare by Northwestern University. A curated course designed to build practical skills and confidence.,Northwestern University,https://www.coursera.org/learn/healthcarejobs
coursera_intro-self-driving-cars,Introduction to Self-Driving Cars,Introduction to Self-Driving Cars by University of Toronto. A curated course designed to build practical skills and confidence.,University of Toronto,https://www.coursera.org/learn/intro-self-driving-cars
coursera_corporate-commercial-law-part1,Corporate & Commercial Law I: Contracts & Employment Law,Corporate & Commercial Law I: Contracts & Employment Law by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/corporate-commercial-law-part1
coursera_blockchain-basics,Blockchain Basics,Blockchain Basics by University at Buffalo. A curated course designed to build practical skills and confidence.,University at Buffalo,https://www.coursera.org/learn/blockchain-basics
coursera_uva-darden-foundations-business-strategy,Foundations of Business Strategy,Foundations of Business Strategy by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/uva-darden-foundations-business-strategy
coursera_ciencia-computacao-python-conceitos,Introdução à Ciência da Computação com Python Parte 1,Introdução à Ciência da Computação com Python Parte 1 by Universidade de São Paulo. A curated course designed to build practical skills and confidence.,Universidade de São Paulo,https://www.coursera.org/learn/ciencia-computacao-python-conceitos
coursera_stochasticprocesses,Stochastic processes,Stochastic processes by National Research University Higher School of Economics. A curated course designed to build practical skills and confidence.,National Research University Higher School of Economics,https://www.coursera.org/learn/stochasticprocesses
coursera_foundations-big-data-analysis-sql,Foundations for Big Data Analysis with SQL,Foundations for Big Data Analysis with SQL by Cloudera. A curated course designed to build practical skills and confidence.,Cloudera,https://www.coursera.org/learn/foundations-big-data-analysis-sql
coursera_innovation-through-design,"Innovation Through Design: Think, Make, Break, Repeat","Innovation Through Design: Think, Make, Break, Repeat by The University of Sydney. A curated course designed to build practical skills and confidence.",The University of Sydney,https://www.coursera.org/learn/innovation-through-design
coursera_perfect-tenses-modals,Perfect Tenses and Modals,"Perfect Tenses and Modals by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/perfect-tenses-modals
coursera_cloud-azure-intro,Getting Started with Azure,Getting Started with Azure by LearnQuest. A curated course designed to build practical skills and confidence.,LearnQuest,https://www.coursera.org/learn/cloud-azure-intro
coursera_moralities,Moralities of Everyday Life,Moralities of Everyday Life by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/moralities
coursera_revisao-sistematica,Revisão Sistemática e Meta-análise,Revisão Sistemática e Meta-análise by Universidade Estadual de Campinas. A curated course designed to build practical skills and confidence.,Universidade Estadual de Campinas,https://www.coursera.org/learn/revisao-sistematica
coursera_child-development,Understanding child development: from synapse to society,Understanding child development: from synapse to society by Utrecht University. A curated course designed to build practical skills and confidence.,Utrecht University,https://www.coursera.org/learn/child-development
coursera_introduction-g-suite,Introduction to G Suite,Introduction to G Suite by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/introduction-g-suite
coursera_aprendiendo-a-aprender,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn) by University of California San Diego. A curated course designed to build practical skills and confidence.,University of California San Diego,https://www.coursera.org/learn/aprendiendo-a-aprender
coursera_batch-data-pipelines-gcp,Building Batch Data Pipelines on GCP,Building Batch Data Pipelines on GCP by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/batch-data-pipelines-gcp
coursera_financial-planning,Financial Planning for Young Adults,Financial Planning for Young Adults by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/financial-planning
coursera_quantitative-methods,Quantitative Methods,Quantitative Methods by University of Amsterdam. A curated course designed to build practical skills and confidence.,University of Amsterdam,https://www.coursera.org/learn/quantitative-methods
coursera_self-determination-theory,"Introduction to Self-Determination Theory: An approach to motivation, development and wellness","Introduction to Self-Determination Theory: An approach to motivation, development and wellness by University of Rochester. A curated course designed to build practical skills and confidence.",University of Rochester,https://www.coursera.org/learn/self-determination-theory
coursera_technology-of-music-production,The Technology of Music Production,The Technology of Music Production by Berklee College of Music. A curated course designed to build practical skills and confidence.,Berklee College of Music,https://www.coursera.org/learn/technology-of-music-production
